fd05f5ab-3e29-4a33-a573-6b7c04f88887,3702f541-abff-4255-a41d-5ecbe0331aed,Flipgrid-Sandbox-kinetoscope-1b32e7bf-88e3-4353-a07f-cc47a892e487,Application
3c4506aa-e4ee-4c6a-8a36-e81abd837969,52424a0d-382e-4c62-b101-a1fa464c31f9,Flipgrid-kinetoscope-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
8038c914-94f1-4acc-b350-e96c4bb852dd,6124a89f-24a0-473d-b5cb-2db07b3799df,Flipgrid-flip_api-9b162f9c-14d2-4945-89b2-e74a81dc39e7,Application
f96ad124-0ace-47f1-abae-b6ecb0d568e9,36fa9680-23f3-424f-9ce0-019f0bf4ca86,Flipgrid-Infrastructure,Application
ae841ab5-b8f8-48a4-a78c-59e03b36e5e1,0218784e-bf7c-435d-a8ed-deaf02e8b9d0,DevopsAgentPool.Deploy,Application
966788ec-c200-4e1d-b45b-8455fe3d95de,73046ce0-1d9d-426b-b8d8-f345fd44dcfe,Flipgrid-flip_api-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
2564addd-6129-4322-8b0e-12eea6da7a57,181b5e02-3476-4fd1-86dc-f64d50031597,lkjSP-20190411160625,Application
8da5d424-a884-4b37-a54f-60b827a014ef,246a35d3-2d5c-4090-bd11-d88f972f97c4,devcusrvmediasvc-access-sp,Application
674d9bc1-6d01-49d1-8cb7-ad22d2c84365,e384fd95-2361-42c5-a830-8438fcfa6634,Flipgrid-Builds-f831b841-0891-4fd0-bad4-50b879fafc97,Application
99bc5473-891f-422a-886f-6badff1f8a53,680d0ccf-5125-4ef8-be2e-17efaa533036,FgGenevaSP,Application
c43ada8f-878b-48d2-baee-6ad46a6c8aa1,3d4ecda9-4d52-45e5-b62f-0280c71689b0,Flipgrid-Builds-f831b841-0891-4fd0-bad4-50b879fafc97,Application
d0b763e1-3597-40f5-b16f-375fe8054a74,1cead7f1-33a2-4f38-8cfa-a8dc82ae620a,Flipgrid-Builds-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
b3ce5d1f-42e1-4ca0-af59-fe88a3d435bf,c6c00bd3-7723-4f1b-b247-ae279854cd6e,Flipgrid-Builds-2755b1b2-5eaf-4768-91a7-390ad473e3d6,Application
2bef2544-483c-4d6a-99dc-3d74d44f08c9,41b1a54a-3b00-4501-b695-c6eaa198e2ce,Flipgrid-Builds-b734674b-ace4-4253-9144-640bffff75a8,Application
57e4fb84-e118-4a9c-8f43-30a416841020,2560024e-d6db-46bd-8d99-7f0685405fd6,Flipgrid-Builds-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
cd2a3721-681a-4ccb-8e79-e6941194e2e8,0c55ae75-2c2e-4aec-b4a6-e5b1ddd27b3e,Flipgrid-worker-89fc06be-a53e-45d0-9683-14913895b439,Application
b82e38af-0c50-407a-ab5f-8f8c13c8f7be,d3fc1b75-dd22-4d14-8ba5-2577395faffb,azure-cli-2019-12-06-15-35-34,Application
0a2675f7-8b94-4c43-a64d-275127c14253,05c67295-5245-4169-9780-44286e7fa52a,deveastusk8ssvcs,Application
a85576d5-8a45-4e28-9cf8-7592e6b2b036,2587c612-1383-4c2c-b865-6c7407a899d9,stgeastusk8ssvcs,Application
b98ca459-41d9-4b76-b78b-1effb1ee6da2,ad2379a1-88be-45a5-a05d-553d91e34cdf,prodeastusk8ssvcs,Application
96dfb580-2d21-4011-a966-69da154e0225,77e94014-18a9-4614-905a-4c0800e5f084,deveastusk8sapps,Application
25eaa820-2da7-4544-981c-90129ef7c3f6,7aabdb4d-cd16-4c62-8b34-1344033649a7,stgeastusk8sapps,Application
1f7fa96e-81ee-42ac-afef-fef3e8742db7,c4eca74c-b5f4-4ccc-bd19-2e6c5254c3ba,prodeastusk8sapps,Application
83fbe26f-67eb-492d-a309-e631ca349a83,f2ad4faf-4998-4f22-bd52-c48e9c4163f8,stg-fg-immersive-reader,Application
8e9198d1-40fa-46a6-ad8b-275733fb5056,835843b8-f8a6-43a2-b3a8-e44c6534820a,prod-fg-immersive-reader,Application
14ab3f0f-d9e5-4984-a790-bc9f973a5769,0e2536b4-1770-415d-a123-c26ae7cb7a7d,stg-fg-immersive-reader,Application
205339c6-289f-4538-98eb-0956b8f1f4e9,2713b388-29cb-48c3-a9ee-1b0418eda7f6,fg-test-automation_eaZ+WuRCZkSN2uuhcSMSKjtgvlCbEqMp7iqYXdeew/I=,Application
06b4d5c3-ffb1-4c9d-8d16-1852cb2350e3,82214c1c-4f76-4948-812b-51893dc6920c,deveastusk8ssvcs,Application
ba4d1b3f-a1ad-40d5-87d7-a0fb93fc8e9a,20861930-4ee3-4863-bb91-72e9385d1ee8,dev-fg-immersive-reader,Application
4f62545a-da60-46cf-8b4b-8294332cc262,2d3c265f-bb92-4ff3-99b2-9829bb671763,dev-fg-nr-monitor,Application
177ab50b-db59-476d-addd-da59f9c0bc88,a8d60b28-25da-4915-a98a-f793c08a1fe1,stg-fg-nr-monitor,Application
73e0f5ea-9d4d-4afd-b4d5-a240aa9b5c54,6625a736-dc59-4ec1-9167-4b8ace0d4b79,prod-fg-nr-monitor,Application
4f713f70-1658-4020-a998-6db2c84cd3df,9a86ab72-b9ab-4c69-90ee-e58c7b860cce,prodwestus2k8ssvcs,Application
ab8b5ebd-c08c-424d-aa4f-c8e4dcea8e92,c1545b75-04ad-4d6d-9092-7413fe2edb04,prodwestus2k8sapps,Application
3dda6cd1-9ac5-4bcf-8d17-c9c895962334,ba9fcd0d-6800-47dc-ab43-43633113a02c,stgwestus2k8ssvcs,Application
19a9d05a-ad8d-46ac-b83e-b40683e11915,4509a42f-130b-4c57-a16a-551c11c363e4,stgwestus2k8sapps,Application
096536e1-192f-46fe-afd8-8bae010d3f36,6035b0a6-5b1f-411c-a85d-87c6f830d8dc,dev-fg-pipeline-ad-app,Application
80128491-e76f-490f-a211-730de2f12884,0420c1d0-38cc-42b0-979d-bb499720fc46,stgwestus2k8s1,Application
53840195-78a9-4ef6-88b6-af7e00428451,75467a38-5bc3-4042-9d48-2f845518d61e,stgeastusk8s1,Application
32d631ea-c286-4389-8b5f-c3bc5f49a30a,a11c5df6-5f48-4fbd-8dcf-692b5f96c1fa,prodwestus2k8s1,Application
ae478c97-64b6-4684-abbc-d54b73d55240,7f3fcbf8-d57c-4c0c-9e2b-047cbd1c1b70,prodeastusk8s1,Application
4b3c1b4f-64a7-45bc-84ad-b2239dbf0c8b,9b9daf29-c6d9-4c92-84a8-c74dcaa75c87,prod-fg-pipeline-ad-app,Application
057865ba-7ee6-4967-be0f-cf36f4fb91ea,71a1f5ab-884a-4815-9f04-177c3649869e,stg-fg-pipeline-ad-app,Application
36213358-ccbe-4379-b8a2-871c8b5c3cd6,c994c706-0218-48e3-bf49-4793a9319458,deveastusk8s1,Application
2e5e0e23-01a9-4841-bdc1-ec98e51e0fc8,e7261d97-f380-4141-bd45-2abb0e97928c,Flipgrid-Platform-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
3149ecc0-2819-4eff-82ed-764f04bd65a8,07c5e00c-8829-4565-8909-78d42f9429c5,GithubActionPrincipal,Application
ec5d5620-6017-4ec7-8a51-33cda9292b8b,06ea4a95-4271-4ce8-abf2-82fb0b3befc5,myAKSCluster,Application
0e33747e-9bce-4639-a502-22d707d8c213,fedf8b11-461b-4a76-af35-6187b5dfac4b,azure-cli-2019-01-29-23-22-51,Application
5a96c790-3a66-4610-b780-ac6a5d6c3aeb,af31dff0-55c0-40fe-95b3-4e162f34dc2c,azure-cli-2019-01-31-18-27-27,Application
4a12c3b3-ab2b-4006-a508-e1fc44b9c83d,dbde14b2-df3e-4b77-91c6-a54b3cd188c4,Flipgrid-Sandbox-fg-sandbox-shao-1b32e7bf-88e3-4353-a07f-cc47a892e487,Application
d77b035f-66e4-43d9-ab30-ee13e302e818,7ed708c8-dbe9-4c0a-af08-d8af02fedd35,shaoclusterSP-20190822100532,Application
e170bebc-e34e-4bad-bbae-ffe9ab2b722e,af4763d1-528e-43bf-ae41-ef4b6786e38b,Flipgrid-active-admin-local,Application
7bacdd97-c5d0-40e0-b6ca-4b7af43c12eb,245e7b2a-f84b-4da2-86ca-aabd392eebb8,azure-cli-2020-04-27-18-46-40,Application
